acc_status,duration,credit_history,purpose,credit_amt,savings,employment,instalment,personal_status,debtors,residence,property,age,other_instalments,housing,number_of_credit,job,people,telephone,foreign_worker,default
no,36,critical account/other credits existing (not at this bank),car (used),5711,1000+,5:7+ years,4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",38,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0
"[0,200)",18,existing credits paid back duly till now,repairs,3872,<100,1:unemployed,2,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",67,none,own,1,skilled employee/official,1,yes,yes,0
"[0,200)",39,critical account/other credits existing (not at this bank),radio/television,4933,<100,"4:[4,7 years)",2,male: single,guarantor,2,real estate,25,none,own,2,skilled employee/official,1,no,yes,1
no,24,critical account/other credits existing (not at this bank),ar (new),1940,1000+,5:7+ years,4,male: single,none,4,real estate,60,none,own,1,skilled employee/official,1,yes,yes,0
"[0,200)",12,no credits taken/all credits paid back duly,retraining,1410,<100,"3:[1,4 years)",2,male: single,none,2,real estate,31,none,own,1,unskilled - resident,1,yes,yes,0
"[0,200)",12,existing credits paid back duly till now,ar (new),836,"[100,500)",2:<1 year,4,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,23,bank,own,1,unskilled - resident,1,no,yes,1
"[0,200)",20,existing credits paid back duly till now,car (used),6468,unknown/no savings account,1:unemployed,1,male: divorced/separated,none,4,real estate,60,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
"[0,200)",18,existing credits paid back duly till now,business,1941,1000+,"3:[1,4 years)",4,male: single,none,2,if not A121 : building society savings agreement/life insurance,35,none,own,1,unskilled - resident,1,yes,yes,0
no,22,existing credits paid back duly till now,radio/television,2675,"[500,1000)",5:7+ years,3,male: single,none,4,"if not A121/A122 : car or other, not in attribute",40,none,own,1,skilled employee/official,1,no,yes,0
no,48,critical account/other credits existing (not at this bank),car (used),2751,unknown/no savings account,5:7+ years,4,male: single,none,3,"if not A121/A122 : car or other, not in attribute",38,none,own,2,skilled employee/official,2,yes,yes,0
"[0,200)",48,delay in paying off in the past,education,6224,<100,5:7+ years,4,male: single,none,4,unknown / no property,50,none,for free,1,skilled employee/official,1,no,yes,1
<0,40,critical account/other credits existing (not at this bank),education,5998,<100,"3:[1,4 years)",4,male: single,none,3,unknown / no property,27,bank,own,1,skilled employee/official,1,yes,yes,1
"[0,200)",21,existing credits paid back duly till now,business,1188,<100,5:7+ years,2,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,39,none,own,1,skilled employee/official,2,no,yes,1
no,24,existing credits paid back duly till now,car (used),6313,unknown/no savings account,5:7+ years,3,male: single,none,4,"if not A121/A122 : car or other, not in attribute",41,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0
no,6,critical account/other credits existing (not at this bank),furniture/equipment,1221,unknown/no savings account,"3:[1,4 years)",1,male: married/widowed,none,2,if not A121 : building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,0
200+,24,existing credits paid back duly till now,furniture/equipment,2892,<100,5:7+ years,3,male: divorced/separated,none,4,unknown / no property,51,none,for free,1,skilled employee/official,1,no,yes,0
no,24,existing credits paid back duly till now,furniture/equipment,3062,"[500,1000)",5:7+ years,4,male: single,none,3,unknown / no property,32,none,rent,1,skilled employee/official,1,yes,yes,0
no,9,existing credits paid back duly till now,furniture/equipment,2301,"[100,500)",2:<1 year,2,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,1,no,yes,0
<0,18,existing credits paid back duly till now,car (used),7511,unknown/no savings account,5:7+ years,1,male: single,none,4,if not A121 : building society savings agreement/life insurance,51,none,for free,1,skilled employee/official,2,yes,yes,1
no,12,critical account/other credits existing (not at this bank),furniture/equipment,1258,<100,2:<1 year,2,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,22,none,rent,2,unskilled - resident,1,no,yes,0
no,24,delay in paying off in the past,ar (new),717,unknown/no savings account,5:7+ years,4,male: married/widowed,none,4,"if not A121/A122 : car or other, not in attribute",54,none,own,2,skilled employee/official,1,yes,yes,0
"[0,200)",9,existing credits paid back duly till now,ar (new),1549,unknown/no savings account,2:<1 year,4,male: single,none,2,real estate,35,none,own,1,unemployed/unskilled non-resident,1,no,yes,0
no,24,critical account/other credits existing (not at this bank),education,1597,<100,5:7+ years,4,male: single,none,4,unknown / no property,54,none,for free,2,skilled employee/official,2,no,yes,0
"[0,200)",18,critical account/other credits existing (not at this bank),radio/television,1795,<100,5:7+ years,3,female: divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,yes,yes,0
<0,20,critical account/other credits existing (not at this bank),furniture/equipment,4272,<100,5:7+ years,1,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,24,none,own,2,skilled employee/official,1,no,yes,0
no,12,critical account/other credits existing (not at this bank),radio/television,976,unknown/no savings account,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",35,none,own,2,skilled employee/official,1,no,yes,0
"[0,200)",12,existing credits paid back duly till now,ar (new),7472,unknown/no savings account,1:unemployed,1,female: divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/unskilled non-resident,1,no,yes,0
<0,36,existing credits paid back duly till now,ar (new),9271,<100,"4:[4,7 years)",2,male: single,none,1,"if not A121/A122 : car or other, not in attribute",24,none,own,1,skilled employee/official,1,yes,yes,1
"[0,200)",6,existing credits paid back duly till now,radio/television,590,<100,2:<1 year,3,male: married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,no,no,0
no,12,critical account/other credits existing (not at this bank),radio/television,930,unknown/no savings account,5:7+ years,4,male: single,none,4,real estate,65,none,own,4,skilled employee/official,1,no,yes,0
"[0,200)",42,all credits at this bank paid back duly,car (used),9283,<100,1:unemployed,1,male: single,none,2,unknown / no property,55,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
"[0,200)",15,no credits taken/all credits paid back duly,ar (new),1778,<100,2:<1 year,2,female: divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/unskilled non-resident,1,no,yes,1
"[0,200)",8,existing credits paid back duly till now,business,907,<100,2:<1 year,3,male: married/widowed,none,2,real estate,26,none,own,1,skilled employee/official,1,yes,yes,0
"[0,200)",6,existing credits paid back duly till now,radio/television,484,<100,"4:[4,7 years)",3,male: married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,no,yes,0
<0,36,critical account/other credits existing (not at this bank),car (used),9629,<100,"4:[4,7 years)",4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",24,none,own,2,skilled employee/official,1,yes,yes,1
<0,48,existing credits paid back duly till now,domestic appliances,3051,<100,"3:[1,4 years)",3,male: single,none,4,"if not A121/A122 : car or other, not in attribute",54,none,own,1,skilled employee/official,1,no,yes,1
<0,48,existing credits paid back duly till now,ar (new),3931,<100,"4:[4,7 years)",4,male: single,none,4,unknown / no property,46,none,for free,1,skilled employee/official,2,no,yes,1
"[0,200)",36,delay in paying off in the past,ar (new),7432,<100,"3:[1,4 years)",2,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,54,none,rent,1,skilled employee/official,1,no,yes,0
no,6,existing credits paid back duly till now,domestic appliances,1338,"[500,1000)","3:[1,4 years)",1,male: divorced/separated,none,4,real estate,62,none,own,1,skilled employee/official,1,no,yes,0
no,6,critical account/other credits existing (not at this bank),radio/television,1554,<100,"4:[4,7 years)",1,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",24,none,rent,2,skilled employee/official,1,yes,yes,0
<0,36,existing credits paid back duly till now,others,15857,<100,1:unemployed,2,male: divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute",43,none,own,1,management/self-employed/highly qualified employee/officer,1,no,yes,0
<0,18,existing credits paid back duly till now,radio/television,1345,<100,"3:[1,4 years)",4,male: married/widowed,none,3,real estate,26,bank,own,1,skilled employee/official,1,no,yes,1
no,12,existing credits paid back duly till now,ar (new),1101,<100,"3:[1,4 years)",3,male: married/widowed,none,2,real estate,27,none,own,2,skilled employee/official,1,yes,yes,0
200+,12,existing credits paid back duly till now,radio/television,3016,<100,"3:[1,4 years)",3,male: married/widowed,none,1,"if not A121/A122 : car or other, not in attribute",24,none,own,1,skilled employee/official,1,no,yes,0
<0,36,existing credits paid back duly till now,furniture/equipment,2712,<100,5:7+ years,2,male: single,none,2,if not A121 : building society savings agreement/life insurance,41,bank,own,1,skilled employee/official,2,no,yes,1
<0,8,critical account/other credits existing (not at this bank),ar (new),731,<100,5:7+ years,4,male: single,none,4,real estate,47,none,own,2,unskilled - resident,1,no,yes,0
no,18,critical account/other credits existing (not at this bank),furniture/equipment,3780,<100,2:<1 year,3,male: divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute",35,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0
<0,21,critical account/other credits existing (not at this bank),ar (new),1602,<100,5:7+ years,4,male: married/widowed,none,3,"if not A121/A122 : car or other, not in attribute",30,none,own,2,skilled employee/official,1,yes,yes,0
<0,18,critical account/other credits existing (not at this bank),ar (new),3966,<100,5:7+ years,1,female: divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee/official,1,yes,yes,1
no,18,no credits taken/all credits paid back duly,business,4165,<100,"3:[1,4 years)",2,male: single,none,2,"if not A121/A122 : car or other, not in attribute",36,stores,own,2,skilled employee/official,2,no,yes,1
<0,36,existing credits paid back duly till now,car (used),8335,unknown/no savings account,5:7+ years,3,male: single,none,4,unknown / no property,47,none,for free,1,skilled employee/official,1,no,yes,1
"[0,200)",48,delay in paying off in the past,business,6681,unknown/no savings account,"3:[1,4 years)",4,male: single,none,4,unknown / no property,38,none,for free,1,skilled employee/official,2,yes,yes,0
no,24,delay in paying off in the past,business,2375,"[500,1000)","3:[1,4 years)",4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",44,none,own,2,skilled employee/official,2,yes,yes,0
<0,18,existing credits paid back duly till now,ar (new),1216,<100,2:<1 year,4,female: divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute",23,none,rent,1,skilled employee/official,1,yes,yes,1
<0,45,no credits taken/all credits paid back duly,business,11816,<100,5:7+ years,2,male: single,none,4,"if not A121/A122 : car or other, not in attribute",29,none,rent,2,skilled employee/official,1,no,yes,1
"[0,200)",24,existing credits paid back duly till now,radio/television,5084,unknown/no savings account,5:7+ years,2,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",42,none,own,1,skilled employee/official,1,yes,yes,0
200+,15,existing credits paid back duly till now,radio/television,2327,<100,2:<1 year,2,female: divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,no,yes,1
<0,12,no credits taken/all credits paid back duly,ar (new),1082,<100,"3:[1,4 years)",4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",48,bank,own,2,skilled employee/official,1,no,yes,1
no,12,existing credits paid back duly till now,radio/television,886,unknown/no savings account,"3:[1,4 years)",4,female: divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute",21,none,own,1,skilled employee/official,1,no,yes,0
no,4,existing credits paid back duly till now,furniture/equipment,601,<100,2:<1 year,1,female: divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,no,yes,0
<0,24,critical account/other credits existing (not at this bank),car (used),2957,<100,5:7+ years,4,male: single,none,4,if not A121 : building society savings agreement/life insurance,63,none,own,2,skilled employee/official,1,yes,yes,0
no,24,critical account/other credits existing (not at this bank),radio/television,2611,<100,5:7+ years,4,male: married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee/official,1,no,yes,0
<0,36,existing credits paid back duly till now,furniture/equipment,5179,<100,"4:[4,7 years)",4,male: single,none,2,if not A121 : building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,no,yes,1
no,21,delay in paying off in the past,car (used),2993,<100,"3:[1,4 years)",3,male: single,none,2,real estate,28,stores,own,2,unskilled - resident,1,no,yes,0
no,18,existing credits paid back duly till now,repairs,1943,<100,2:<1 year,4,female: divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee/official,1,no,yes,1
no,24,all credits at this bank paid back duly,business,1559,<100,"4:[4,7 years)",4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",50,bank,own,1,skilled employee/official,1,yes,yes,0
no,18,existing credits paid back duly till now,furniture/equipment,3422,<100,5:7+ years,4,male: single,none,4,if not A121 : building society savings agreement/life insurance,47,bank,own,3,skilled employee/official,2,yes,yes,0
"[0,200)",21,existing credits paid back duly till now,furniture/equipment,3976,unknown/no savings account,"4:[4,7 years)",2,male: single,none,3,"if not A121/A122 : car or other, not in attribute",35,none,own,1,skilled employee/official,1,yes,yes,0
no,18,existing credits paid back duly till now,ar (new),6761,unknown/no savings account,"3:[1,4 years)",2,male: single,none,4,"if not A121/A122 : car or other, not in attribute",68,none,rent,2,skilled employee/official,1,no,yes,1
no,24,existing credits paid back duly till now,ar (new),1249,<100,2:<1 year,4,male: married/widowed,none,2,real estate,28,none,own,1,skilled employee/official,1,no,yes,0
<0,9,existing credits paid back duly till now,radio/television,1364,<100,"4:[4,7 years)",3,male: single,none,4,real estate,59,none,own,1,skilled employee/official,1,no,yes,0
<0,12,existing credits paid back duly till now,radio/television,709,<100,5:7+ years,4,male: single,none,4,real estate,57,stores,own,1,unskilled - resident,1,no,yes,1
<0,20,critical account/other credits existing (not at this bank),ar (new),2235,<100,"3:[1,4 years)",4,male: married/widowed,guarantor,2,if not A121 : building society savings agreement/life insurance,33,bank,rent,2,skilled employee/official,1,no,no,1
no,24,critical account/other credits existing (not at this bank),car (used),4042,unknown/no savings account,"4:[4,7 years)",3,male: single,none,4,if not A121 : building society savings agreement/life insurance,43,none,own,2,skilled employee/official,1,yes,yes,0
no,15,critical account/other credits existing (not at this bank),radio/television,1471,<100,"3:[1,4 years)",4,male: single,none,4,unknown / no property,35,none,for free,2,skilled employee/official,1,yes,yes,0
<0,18,all credits at this bank paid back duly,ar (new),1442,<100,"4:[4,7 years)",4,male: single,none,4,unknown / no property,32,none,for free,2,unskilled - resident,2,no,yes,1
no,36,delay in paying off in the past,ar (new),10875,<100,5:7+ years,2,male: single,none,2,"if not A121/A122 : car or other, not in attribute",45,none,own,2,skilled employee/official,2,yes,yes,0
no,24,existing credits paid back duly till now,ar (new),1474,"[100,500)",2:<1 year,4,male: married/widowed,none,3,real estate,33,none,own,1,skilled employee/official,1,yes,yes,0
no,10,existing credits paid back duly till now,retraining,894,unknown/no savings account,"4:[4,7 years)",4,female: divorced/separated/married,none,3,if not A121 : building society savings agreement/life insurance,40,none,own,1,skilled employee/official,1,yes,yes,0
no,15,critical account/other credits existing (not at this bank),furniture/equipment,3343,<100,"3:[1,4 years)",4,male: single,none,2,unknown / no property,28,none,for free,1,skilled employee/official,1,yes,yes,0
<0,15,existing credits paid back duly till now,ar (new),3959,<100,"3:[1,4 years)",3,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,yes,yes,1
no,9,existing credits paid back duly till now,ar (new),3577,"[100,500)","3:[1,4 years)",1,male: single,guarantor,2,real estate,26,none,rent,1,skilled employee/official,2,no,no,0
no,24,critical account/other credits existing (not at this bank),car (used),5804,1000+,"3:[1,4 years)",4,male: single,none,2,real estate,27,none,own,2,skilled employee/official,1,no,yes,0
no,18,delay in paying off in the past,business,2169,<100,"3:[1,4 years)",4,male: married/widowed,none,2,"if not A121/A122 : car or other, not in attribute",28,none,own,1,skilled employee/official,1,yes,yes,1
<0,24,existing credits paid back duly till now,radio/television,2439,<100,2:<1 year,4,female: divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee/official,1,yes,yes,1
no,27,critical account/other credits existing (not at this bank),furniture/equipment,4526,1000+,2:<1 year,4,male: single,none,2,real estate,32,stores,own,2,unskilled - resident,2,yes,yes,0
no,10,existing credits paid back duly till now,furniture/equipment,2210,<100,"3:[1,4 years)",2,male: single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,no,yes,1
no,15,existing credits paid back duly till now,furniture/equipment,2221,"[500,1000)","3:[1,4 years)",2,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",20,none,rent,1,skilled employee/official,1,no,yes,0
<0,18,existing credits paid back duly till now,radio/television,2389,<100,2:<1 year,4,female: divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute",27,stores,own,1,skilled employee/official,1,no,yes,0
no,12,critical account/other credits existing (not at this bank),furniture/equipment,3331,<100,5:7+ years,2,male: single,none,4,if not A121 : building society savings agreement/life insurance,42,stores,own,1,skilled employee/official,1,no,yes,0
no,36,existing credits paid back duly till now,business,7409,unknown/no savings account,5:7+ years,3,male: single,none,2,if not A121 : building society savings agreement/life insurance,37,none,own,2,skilled employee/official,1,no,yes,0
<0,12,existing credits paid back duly till now,furniture/equipment,652,<100,5:7+ years,4,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,1,no,yes,0
no,36,delay in paying off in the past,furniture/equipment,7678,"[500,1000)","4:[4,7 years)",2,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",40,none,own,2,skilled employee/official,1,yes,yes,0
200+,6,critical account/other credits existing (not at this bank),ar (new),1343,<100,5:7+ years,1,male: single,none,4,real estate,46,none,own,2,skilled employee/official,2,no,no,0
<0,24,critical account/other credits existing (not at this bank),business,1382,"[100,500)","4:[4,7 years)",4,male: single,none,1,real estate,26,none,own,2,skilled employee/official,1,yes,yes,0
no,15,existing credits paid back duly till now,domestic appliances,874,unknown/no savings account,2:<1 year,4,female: divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee/official,1,no,yes,0
<0,12,existing credits paid back duly till now,furniture/equipment,3590,<100,"3:[1,4 years)",2,male: single,co-applicant,2,if not A121 : building society savings agreement/life insurance,29,none,own,1,unskilled - resident,2,no,yes,0
"[0,200)",11,critical account/other credits existing (not at this bank),ar (new),1322,1000+,"3:[1,4 years)",4,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",40,none,own,2,skilled employee/official,1,no,yes,0
<0,18,all credits at this bank paid back duly,radio/television,1940,<100,2:<1 year,3,male: single,co-applicant,4,unknown / no property,36,bank,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,36,existing credits paid back duly till now,radio/television,3595,<100,5:7+ years,4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",28,none,own,1,skilled employee/official,1,no,yes,0
<0,9,existing credits paid back duly till now,ar (new),1422,<100,2:<1 year,3,male: single,none,2,unknown / no property,27,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
no,30,critical account/other credits existing (not at this bank),radio/television,6742,unknown/no savings account,"4:[4,7 years)",2,male: single,none,3,if not A121 : building society savings agreement/life insurance,36,none,own,2,skilled employee/official,1,no,yes,0
no,24,existing credits paid back duly till now,car (used),7814,<100,"4:[4,7 years)",3,male: single,none,3,"if not A121/A122 : car or other, not in attribute",38,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,24,existing credits paid back duly till now,car (used),9277,unknown/no savings account,"3:[1,4 years)",2,male: divorced/separated,none,4,unknown / no property,48,none,for free,1,skilled employee/official,1,yes,yes,0
"[0,200)",30,critical account/other credits existing (not at this bank),ar (new),2181,unknown/no savings account,5:7+ years,4,male: single,none,4,real estate,36,none,own,2,skilled employee/official,1,no,yes,0
no,18,critical account/other credits existing (not at this bank),radio/television,1098,<100,1:unemployed,4,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",65,none,own,2,unemployed/unskilled non-resident,1,no,yes,0
"[0,200)",24,existing credits paid back duly till now,furniture/equipment,4057,<100,"4:[4,7 years)",3,male: divorced/separated,none,3,"if not A121/A122 : car or other, not in attribute",43,none,own,1,skilled employee/official,1,yes,yes,1
<0,12,existing credits paid back duly till now,education,795,<100,2:<1 year,4,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,53,none,own,1,skilled employee/official,1,no,yes,1
"[0,200)",24,critical account/other credits existing (not at this bank),business,2825,unknown/no savings account,"4:[4,7 years)",4,male: single,none,3,unknown / no property,34,none,own,2,skilled employee/official,2,yes,yes,0
"[0,200)",48,existing credits paid back duly till now,business,15672,<100,"3:[1,4 years)",2,male: single,none,2,"if not A121/A122 : car or other, not in attribute",23,none,own,1,skilled employee/official,1,yes,yes,1
no,36,critical account/other credits existing (not at this bank),ar (new),6614,<100,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",34,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,28,all credits at this bank paid back duly,car (used),7824,unknown/no savings account,2:<1 year,3,male: single,guarantor,4,real estate,40,bank,rent,2,skilled employee/official,2,yes,yes,0
<0,27,critical account/other credits existing (not at this bank),business,2442,<100,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",43,stores,own,4,management/self-employed/highly qualified employee/officer,2,yes,yes,0
no,15,critical account/other credits existing (not at this bank),radio/television,1829,<100,5:7+ years,4,male: single,none,4,"if not A121/A122 : car or other, not in attribute",46,none,own,2,skilled employee/official,1,yes,yes,0
<0,12,critical account/other credits existing (not at this bank),ar (new),2171,<100,"3:[1,4 years)",4,male: single,none,4,if not A121 : building society savings agreement/life insurance,38,bank,own,2,unskilled - resident,1,no,no,0
"[0,200)",36,critical account/other credits existing (not at this bank),car (used),5800,<100,"3:[1,4 years)",3,male: single,none,4,"if not A121/A122 : car or other, not in attribute",34,none,own,2,skilled employee/official,1,yes,yes,0
no,18,critical account/other credits existing (not at this bank),radio/television,1169,unknown/no savings account,"3:[1,4 years)",4,male: single,none,3,if not A121 : building society savings agreement/life insurance,29,none,own,2,skilled employee/official,1,yes,yes,0
no,36,delay in paying off in the past,car (used),8947,unknown/no savings account,"4:[4,7 years)",3,male: single,none,2,"if not A121/A122 : car or other, not in attribute",31,stores,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0
<0,21,existing credits paid back duly till now,radio/television,2606,<100,2:<1 year,4,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,28,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
no,12,critical account/other credits existing (not at this bank),furniture/equipment,1592,1000+,"4:[4,7 years)",3,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,35,none,own,1,skilled employee/official,1,no,no,0
no,15,existing credits paid back duly till now,furniture/equipment,2186,unknown/no savings account,"4:[4,7 years)",1,female: divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1,no,yes,0
<0,18,existing credits paid back duly till now,furniture/equipment,4153,<100,"3:[1,4 years)",2,male: single,co-applicant,3,"if not A121/A122 : car or other, not in attribute",42,none,own,1,skilled employee/official,1,no,yes,1
<0,16,critical account/other credits existing (not at this bank),ar (new),2625,<100,5:7+ years,2,male: single,guarantor,4,if not A121 : building society savings agreement/life insurance,43,bank,rent,1,skilled employee/official,1,yes,yes,1
no,20,critical account/other credits existing (not at this bank),ar (new),3485,unknown/no savings account,2:<1 year,2,male: divorced/separated,none,4,real estate,44,none,own,2,skilled employee/official,1,yes,yes,0
no,36,critical account/other credits existing (not at this bank),car (used),10477,unknown/no savings account,5:7+ years,2,male: single,none,4,unknown / no property,42,none,for free,2,skilled employee/official,1,no,yes,0
no,15,existing credits paid back duly till now,radio/television,1386,unknown/no savings account,"3:[1,4 years)",4,male: married/widowed,none,2,real estate,40,none,rent,1,skilled employee/official,1,yes,yes,0
no,24,existing credits paid back duly till now,radio/television,1278,<100,5:7+ years,4,male: single,none,1,real estate,36,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
<0,12,existing credits paid back duly till now,radio/television,1107,<100,"3:[1,4 years)",2,male: single,none,2,real estate,20,none,rent,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0
<0,21,existing credits paid back duly till now,ar (new),3763,unknown/no savings account,"4:[4,7 years)",2,male: single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,no,no,0
"[0,200)",36,existing credits paid back duly till now,education,3711,unknown/no savings account,"3:[1,4 years)",2,male: married/widowed,none,2,"if not A121/A122 : car or other, not in attribute",27,none,own,1,skilled employee/official,1,no,yes,0
no,15,delay in paying off in the past,car (used),3594,<100,2:<1 year,1,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,46,none,own,2,unskilled - resident,1,no,yes,0
"[0,200)",9,existing credits paid back duly till now,ar (new),3195,unknown/no savings account,"3:[1,4 years)",1,female: divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,no,yes,0
no,36,delay in paying off in the past,radio/television,4454,<100,"3:[1,4 years)",4,female: divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee/official,1,no,yes,0
"[0,200)",24,critical account/other credits existing (not at this bank),furniture/equipment,4736,<100,2:<1 year,2,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",25,bank,own,1,unskilled - resident,1,no,yes,1
"[0,200)",30,existing credits paid back duly till now,radio/television,2991,unknown/no savings account,5:7+ years,2,female: divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute",25,none,own,1,skilled employee/official,1,no,yes,0
no,11,existing credits paid back duly till now,business,2142,1000+,5:7+ years,1,male: divorced/separated,none,2,real estate,28,none,own,1,skilled employee/official,1,yes,yes,0
<0,24,all credits at this bank paid back duly,business,3161,<100,"3:[1,4 years)",4,male: single,none,2,if not A121 : building society savings agreement/life insurance,31,none,rent,1,skilled employee/official,1,yes,yes,1
"[0,200)",48,no credits taken/all credits paid back duly,others,18424,<100,"3:[1,4 years)",1,female: divorced/separated/married,none,2,if not A121 : building society savings agreement/life insurance,32,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,no,1
no,10,existing credits paid back duly till now,car (used),2848,"[100,500)","3:[1,4 years)",1,male: single,co-applicant,2,real estate,32,none,own,1,skilled employee/official,2,no,yes,0
<0,6,existing credits paid back duly till now,ar (new),14896,<100,5:7+ years,1,male: single,none,4,unknown / no property,68,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
<0,24,existing credits paid back duly till now,furniture/equipment,2359,"[100,500)",1:unemployed,1,male: divorced/separated,none,1,if not A121 : building society savings agreement/life insurance,33,none,own,1,skilled employee/official,1,no,yes,1
<0,24,existing credits paid back duly till now,furniture/equipment,3345,<100,5:7+ years,4,male: single,none,2,if not A121 : building society savings agreement/life insurance,39,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1
no,18,critical account/other credits existing (not at this bank),furniture/equipment,1817,<100,"3:[1,4 years)",4,female: divorced/separated/married,none,2,unknown / no property,28,none,own,2,skilled employee/official,1,no,yes,0
no,48,delay in paying off in the past,radio/television,12749,"[500,1000)","4:[4,7 years)",4,male: single,none,1,"if not A121/A122 : car or other, not in attribute",37,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0
<0,9,existing credits paid back duly till now,radio/television,1366,<100,2:<1 year,3,female: divorced/separated/married,none,4,if not A121 : building society savings agreement/life insurance,22,none,rent,1,skilled employee/official,1,no,yes,1
"[0,200)",12,existing credits paid back duly till now,ar (new),2002,<100,"4:[4,7 years)",3,male: single,none,4,if not A121 : building society savings agreement/life insurance,30,none,rent,1,skilled employee/official,2,yes,yes,0
<0,24,all credits at this bank paid back duly,furniture/equipment,6872,<100,2:<1 year,2,male: divorced/separated,none,1,if not A121 : building society savings agreement/life insurance,55,bank,own,1,skilled employee/official,1,yes,yes,1
<0,12,all credits at this bank paid back duly,ar (new),697,<100,2:<1 year,4,male: single,none,2,"if not A121/A122 : car or other, not in attribute",46,bank,own,2,skilled employee/official,1,yes,yes,1
